"","Marca","Submarca","Versión","Modelo","Trans.","Comb.","Cilindros","Potencia..HP.","Tamaño..L.","Categoría","R..Ciudad..km.l.","R..Carr...km.l.","R..Comb...km.l.","R..Ajust...km.l.","CO2.g.km.","NOx..g.1000km.","Calificación.Gas.Ef..Inv.","Calificación.Contam..Aire"
"145","MERCEDES","A 200","CGI 5PTAS 1.6L 4CIL 156HP AUT TURBO",2016,"AUT","Gasolina",4,156,1.6,"AUTOS COMPACTOS",14.49,21.28,18.29,13.72,170,12,8,"9"
"146","MERCEDES","A 200","CGI 5PTAS 1.6L 4CIL 156HP MAN TURBO",2016,"MAN","Gasolina",4,156,1.6,"AUTOS COMPACTOS",14.49,21.28,18.29,13.72,170,12,8,"9"
"147","MITSUBISHI","LANCER","4PTAS 2.0L 4CIL 152HP CVT",2016,"CVT","Gasolina",4,152,2,"AUTOS COMPACTOS",14.42,22.32,17.15,12.86,181,15,8,"8"
"148","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP MAN",2011,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"149","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP MAN",2011,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"150","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP MAN",2012,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"151","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP MAN",2012,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"152","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP MAN",2013,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"153","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP MAN",2013,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.4,18.6,16.03,12.02,194,11,7,"9"
"154","MAZDA","MAZDA2","HATCHBACK 5PTS 1.5L 4CIL 102HP AUT",2015,"AUT","Gasolina",4,102,1.5,"AUTOS COMPACTOS",14.4,18.8,17.48,13.11,178,14,8,"?"
"155","DODGE","VISION","4PTAS 1.6L 4CIL 113HP MT",2016,"MAN","Gasolina",4,113,1.6,"AUTOS COMPACTOS",14.31,18.78,16.03,12.02,194,28,7,"6"
"156","MAZDA","MAZDA3","SEDAN 4PTS 2.5L 4CIL 185HP AUT",2014,"AUT","Gasolina",4,185,2.5,"AUTOS COMPACTOS",14.3,21.5,16.84,12.63,185,9,7,"9"
"157","NISSAN","SENTRA","4PTS 1.8L 4CIL 129HP MAN",2015,"MAN","Gasolina",4,129,1.8,"AUTOS COMPACTOS",14.3,22.4,17.08,12.81,182,17,8,"8"
"158","MAZDA","MAZDA3","SEDAN 4PTS 2.5L 4CIL 188HP AUT",2015,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.3,21.7,18.27,13.7,170,9,8,"9"
"159","MAZDA","MAZDA3","s 4PTAS 2.5L 4CIL 188HP AUT R16",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.3,21.7,16.89,12.67,184,9,7,"9"
"160","MAZDA","MAZDA3","i TOURING 4PTAS 2.5L 4CIL 188HP AUT R16",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.3,21.7,16.89,12.67,184,9,7,"9"
"161","CHEVROLET","CRUZE","4PTS 1.4L 4CIL 138HP MAN TURBO",2016,"MAN","Gasolina",4,138,1.4,"AUTOS COMPACTOS",14.29,23.88,17.45,13.08,178,6,8,"9"
"165","FORD","FOCUS","SEDAN 4PTS 2.0L 4CIL 160HP MAN",2014,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.26,21.42,16.79,12.59,185,19,7,"8"
"166","NISSAN","SENTRA","4PTS 1.8L 4CIL 129HP MAN",2013,"MAN","Gasolina",4,129,1.8,"AUTOS COMPACTOS",14.25,22.36,17.03,12.77,183,17,8,"8"
"167","NISSAN","SENTRA","4PTAS 1.8L 4CIL 129HP CVT",2016,"MAN","Gasolina",4,129,1.8,"AUTOS COMPACTOS",14.25,22.36,17.03,12.77,183,17,8,"8"
"168","KIA","SOUL","5PTAS 1.6L 4CIL 122HP AUT",2017,"AUT","Gasolina",4,122,1.6,"AUTOS COMPACTOS",14.22,20.28,17.81,13.36,175,24,8,"?"
"169","KIA","SOUL","5PTAS 1.6L 4CIL 122HP AUT",2018,"AUT","Gasolina",4,122,1.6,"AUTOS COMPACTOS",14.22,20.28,17.81,13.36,175,24,8,"?"
"170","KIA","SOUL","5PTAS 1.6L 4CIL 122HP AUT",2016,"AUT","Gasolina",4,122,1.6,"AUTOS COMPACTOS",14.22,20.28,16.43,12.32,189,24,7,"7"
"171","FORD","FOCUS","HATCHBACK 5PTS 2.0L 4CIL 160HP MAN",2012,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.2,21.4,16.73,12.55,186,16,7,"8"
"172","FORD","FOCUS","SEDAN 4PTS 2.0L 4CIL 160HP MAN",2012,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.2,21.4,16.73,12.55,186,16,7,"8"
"173","FORD","FOCUS","HATCHBACK 5PTS 2.0L 4CIL 160HP MAN",2013,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.2,21.4,16.73,12.55,186,19,7,"8"
"174","FORD","FOCUS","SEDAN 4PTS 2.0L 4CIL 160HP MAN",2013,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.2,21.4,16.73,12.55,186,19,7,"8"
"175","HONDA","FIT","FUN 5PTS 1.5L 4CIL 130HP CVT",2015,"CVT","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"176","HONDA","FIT","HIT 5PTS 1.5L 4CIL 130HP CVT",2015,"CVT","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"177","MAZDA","MAZDA3","SEDAN 4PTS 2.5L 4CIL 188HP MAN",2015,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.1,18.03,13.52,172,9,8,"9"
"178","MAZDA","MAZDA3","HATCHBACK 5PTS 2.5L 4CIL 188HP AUT",2015,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,18.08,13.56,172,9,8,"9"
"179","HONDA","FIT","FUN 5PTS 1.5L 4CIL 130HP CVT",2016,"CVT","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"180","HONDA","FIT","HIT 5PTS 1.5L 4CIL 130HP CVT",2016,"CVT","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"181","MAZDA","MAZDA3","SEDAN 4PTS 2.5L 4CIL 188HP AUT",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,18.08,13.56,172,9,8,"9"
"182","HONDA","FIT","FUN 5PTAS 1.5L 4CIL 130HP CVT",2017,"","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"183","HONDA","FIT","HIT 5PTAS 1.5L 4CIL 130HP CVT",2017,"","Gasolina",4,130,1.5,"AUTOS COMPACTOS",14.2,20.4,17.83,13.37,174,5,8,"9"
"184","MAZDA","MAZDA3","s 4PTAS 2.5L 4CIL 188HP MAN R16",2016,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,22.1,16.92,12.69,184,8,7,"9"
"185","MAZDA","MAZDA3","s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,16.71,12.53,186,9,7,"9"
"186","MAZDA","MAZDA3","s 5PTAS 2.5L 4CIL 188HP AUT R16",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,16.71,12.53,186,9,7,"9"
"187","MAZDA","MAZDA3","i TOURING 4PTAS 2.5L 4CIL 188HP MAN R16",2017,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,22.1,16.92,12.69,184,8,7,"9"
"188","MAZDA","MAZDA3","s 4PTAS 2.5L 4CIL 188HP AUT R18",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,16.71,12.53,186,9,7,"9"
"189","MAZDA","MAZDA3","s GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R18",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,16.71,12.53,186,9,7,"9"
"190","MAZDA","MAZDA3","i TOURING 5PTAS 2.5L 4CIL 188HP AUT R16",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.2,21.3,16.71,12.53,186,9,7,"9"
"191","CHEVROLET","CRUZE","4PTS 1.4L 4CIL 138HP AUT TURBO",2014,"AUT","Gasolina",4,138,1.4,"AUTOS COMPACTOS",14.16,22.7,17.05,12.78,182,16,8,"8"
"192","DODGE","DART","4PTS 1.4L 4CIL 160HP AUT TURBO",2013,"AUT","Gasolina",4,160,1.4,"AUTOS COMPACTOS",14.12,22.42,16.94,12.71,183,31,7,"6"
"193","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP MAN",2011,"M5","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,11,7,"9"
"194","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP AUT",2011,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,16,7,"8"
"195","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP MAN",2011,"M5","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,11,7,"9"
"196","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP AUT",2011,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,16,7,"8"
"197","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP AUT",2012,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,16,7,"8"
"198","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP MAN",2012,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,11,7,"9"
"199","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP AUT",2012,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,16,7,"8"
"200","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP MAN",2012,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,11,7,"9"
"201","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP MAN",2013,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,11,7,"9"
"202","HONDA","FIT","LX 5PTS 1.5L 4CIL 118HP AUT",2013,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,16,7,"8"
"203","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP MAN",2013,"MAN","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,18.3,15.72,11.79,198,10,7,"9"
"204","HONDA","FIT","EX 5PTS 1.5L 4CIL 118HP AUT",2013,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14.1,19.6,16.14,12.1,193,20,7,"7"
"205","MAZDA","MAZDA3","HATCHBACK 5PTS 2.5L 4CIL 185HP AUT",2014,"AUT","Gasolina",4,185,2.5,"AUTOS COMPACTOS",14.1,21.1,16.57,12.43,188,9,7,"9"
"206","MAZDA","MAZDA3","HATCHBACK 5PTS 2.5L 4CIL 188HP MAN",2015,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21.7,18.11,13.59,172,9,8,"9"
"207","MAZDA","MAZDA3","SEDAN 4PTS 2.5L 4CIL 188HP MAN",2016,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21.5,18.06,13.55,172,9,8,"9"
"208","MAZDA","MAZDA3","HATCHBACK 5PTS 2.5L 4CIL 188HP AUT",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21,17.93,13.44,173,9,8,"9"
"209","MAZDA","MAZDA6","SEDAN 4PTAS 2.5L 4CIL 185HP AUT",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,20.6,16.43,12.33,189,5,7,"9"
"210","MAZDA","MAZDA3","s 5PTAS 2.5L 4CIL 188HP MAN R16",2016,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21.7,16.74,12.55,186,8,7,"9"
"211","MAZDA","MAZDA3","s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21,16.55,12.41,188,9,7,"9"
"212","MAZDA","MAZDA3","s 4PTAS 2.5L 4CIL 188HP MAN R18",2017,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21.5,16.68,12.51,186,8,7,"9"
"213","MAZDA","MAZDA3","i TOURING 5PTAS 2.5L 4CIL 188HP MAN R16",2017,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21.7,16.74,12.55,186,8,7,"9"
"214","MAZDA","MAZDA3","s 5PTAS 2.5L 4CIL 188HP AUT R18",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21,16.55,12.41,188,9,7,"9"
"215","MAZDA","MAZDA3","s GRAND TOURING 5PTAS 2.5L 4CIL 188HP AUT R18",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,21,16.55,12.41,188,9,7,"9"
"216","MAZDA","MAZDA6","i SPORT 4PTAS 2.5L 4CIL 188HP AUT R17",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14.1,20.6,17.81,13.36,175,5,8,"9"
"217","FORD","FOCUS","HATBACHBACK 5PTAS 2.0L 4CIL 160HP MAN",2017,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.1,22.1,16.84,12.63,185,18,7,"8"
"218","FORD","FOCUS","SEDAN 4PTAS 2.0L 4CIL 160HP MAN",2017,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.1,22.1,16.84,12.63,185,18,7,"8"
"219","FORD","FOCUS","4/5PTAS 2.0L 4CIL 160HP MAN",2018,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.1,22.1,16.84,12.63,185,18,7,"8"
"220","MERCEDES","B 180","5PTAS 1.6L 4CIL 122HP TURBO AUT",2018,"AUT","Gasolina",4,122,1.6,"AUTOS COMPACTOS",14.08,20.41,17.75,13.31,175,12,8,"9"
"221","MERCEDES","B 180","CGI 5PTAS 1.6L 4CIL 122HP AUT TURBO",2016,"AUT","Gasolina",4,122,1.6,"AUTOS COMPACTOS",14.08,20.41,17.75,13.31,175,12,8,"9"
"222","MERCEDES","A180","CGI 5PTS 1.6L 4CIL 121HP AUT TURBO",2013,"AUT","Gasolina",4,121,1.6,"AUTOS COMPACTOS",14.08,22.22,18.23,13.68,170,12,8,"9"
"223","MERCEDES","A200","CGI 5PTS 1.6L 4CIL 154HP AUT TURBO",2013,"AUT","Gasolina",4,154,1.6,"AUTOS COMPACTOS",14.08,22.22,18.23,13.68,170,12,8,"9"
"224","KIA","FORTE","4PTAS 2.0L 4CIL 150HP MAN",2018,"MAN","Gasolina",4,150,2,"AUTOS COMPACTOS",14.08,20.63,17.81,13.36,175,27,8,"?"
"225","FORD","FOCUS","4/5PTS 2.0L 4CIL 160HP MAN",2015,"MAN","Gasolina",4,160,2,"AUTOS COMPACTOS",14.07,21.93,16.77,12.58,185,19,7,"8"
"226","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP AUT",2011,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"227","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP AUT",2011,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"228","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP AUT",2012,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"229","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP AUT",2012,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"230","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP AUT",2013,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"231","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP AUT",2013,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,19.6,16.07,12.05,194,13,7,"8"
"232","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP CVT",2014,"CVT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"233","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP CVT",2014,"CVT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"234","HONDA","CITY","LX 4PTS 1.5L 4CIL 118HP CVT",2016,"CVT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"235","HONDA","CITY","EX 4PTS 1.5L 4CIL 118HP CVT",2016,"CVT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"236","HONDA","CITY","DX 4PTS 1.5L 4CIL 118HP CVT",2016,"CVT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"237","HONDA","CITY","DX 4PTAS 1.5L 4CIL 118HP AUT CVT",2017,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"238","HONDA","CITY","EX 4PTAS 1.5L 4CIL 118HP AUT CVT",2017,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"239","HONDA","CITY","LX 4PTAS 1.5L 4CIL 118HP AUT CVT",2017,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"240","HONDA","CITY","DX 4PTAS 1.5L 4CIL 118HP AUT CVT",2018,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"241","HONDA","CITY","EX 4PTAS 1.5L 4CIL 118HP AUT CVT",2018,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"242","HONDA","CITY","EXL 4PTAS 1.5L 4CIL 118HP AUT CVT",2018,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"243","HONDA","CITY","LX 4PTAS 1.5L 4CIL 118HP AUT CVT",2018,"AUT","Gasolina",4,118,1.5,"AUTOS COMPACTOS",14,21.4,17.96,13.47,173,5,8,"9"
"244","MAZDA","MAZDA6","i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19",2016,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14,20.4,17.68,13.26,176,5,8,"9"
"245","MAZDA","MAZDA6","i GRAND TOURING 4PTAS 2.5L 4CIL 188HP AUT R19",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14,20.4,17.68,13.26,176,5,8,"9"
"246","MAZDA","MAZDA6","i GRAND TOURING PLUS 4PTAS 2.5L 4CIL 188HP AUT R20",2017,"AUT","Gasolina",4,188,2.5,"AUTOS COMPACTOS",14,20.4,17.68,13.26,176,5,8,"9"
"247","NISSAN","SENTRA","4PTS 1.8L 4CIL 129HP MAN",2017,"MAN","Gasolina",4,129,1.8,"AUTOS COMPACTOS",13.9,22.1,16.69,12.51,186,15,7,"8"
"248","MAZDA","MAZDA3","HATCHBACK 5PTS 2.5L 4CIL 188HP MAN",2016,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",13.9,21.2,17.83,13.37,174,9,8,"9"
"249","MAZDA","MAZDA3","s 5PTAS 2.5L 4CIL 188HP MAN R18",2017,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",13.9,21.2,16.45,12.34,189,8,7,"9"
"255","MAZDA","MAZDA3","SEDAN 4PTS 2.0L 4CIL 148HP MAN",2011,"M5","Gasolina",4,148,2,"AUTOS COMPACTOS",13.7,20.2,16.02,12.01,194,4,7,"9"
"256","SEAT","TOLEDO","SEDAN 4PUERTAS 1.6L 4CIL 105HP MAN",2015,"MAN","Gasolina",4,105,1.6,"AUTOS COMPACTOS",13.7,22.8,16.7,12.52,186,75,7,"4"
"257","RENAULT","STEPWAY","5PTS 1.6L 4CIL 110HP MAN",2011,"MAN","Gasolina",4,110,1.6,"AUTOS COMPACTOS",13.63,20.47,16.04,12.03,194,56,7,"5"
"258","RENAULT","STEPWAY","5PTS 1.6L 4CIL 103HP MAN",2012,"MAN","Gasolina",4,103,1.6,"AUTOS COMPACTOS",13.63,20.47,16.04,12.03,194,56,7,"5"
"259","DODGE","DART","4PTS 1.4L 4CIL 160HP MAN TURBO",2013,"MAN","Gasolina",4,160,1.4,"AUTOS COMPACTOS",13.63,19.43,15.75,11.81,197,31,7,"6"
"260","RENAULT","STEPWAY","5PTS 1.6L 4CIL 103HP MAN",2013,"MAN","Gasolina",4,103,1.6,"AUTOS COMPACTOS",13.63,20.47,16.04,12.03,194,56,7,"5"
"261","RENAULT","STEPWAY","5PTS 1.6L 4CIL 103HP MAN",2014,"MAN","Gasolina",4,103,1.6,"AUTOS COMPACTOS",13.63,20.47,16.04,12.03,194,56,7,"5"
"262","NISSAN","SENTRA","4PTS 2.0L 4CIL 140HP CVT Xtronic",2011,"CVT","Gasolina",4,140,2,"AUTOS COMPACTOS",13.6,19.7,15.8,11.85,197,90,7,"4"
"263","NISSAN","SENTRA","4PTS 2.0L 4CIL 140HP CVT XTRONIC",2012,"CVT","Gasolina",4,140,2,"AUTOS COMPACTOS",13.6,19.7,15.8,11.85,197,90,7,"4"
"264","NISSAN","JUKE","5PTS 1.6L 4CIL 188HP MAN TURBO",2014,"MAN","Gasolina",4,188,1.6,"AUTOS COMPACTOS",13.6,18.4,15.41,11.56,202,10,7,"9"
"265","NISSAN","JUKE","5PTS 1.6L 4CIL 188HP MAN TURBO",2015,"MAN","Gasolina",4,188,1.6,"AUTOS COMPACTOS",13.6,18.4,15.41,11.56,202,10,7,"9"
"266","NISSAN","JUKE","5PTS 1.6L 4CIL 188HP MAN TURBO",2016,"MAN","Gasolina",4,188,1.6,"AUTOS COMPACTOS",13.6,18.4,15.41,11.56,202,10,7,"9"
"271","MITSUBISHI","LANCER","4PTS 2.0L 4CIL 152HP MAN",2015,"MAN","Gasolina",4,152,2,"AUTOS COMPACTOS",13.51,18.86,16.88,12.66,184,6,7,"9"
"272","MITSUBISHI","LANCER","4PTS 2.0L 4CIL 152HP CVT",2015,"CVT","Gasolina",4,152,2,"AUTOS COMPACTOS",13.51,18.86,16.88,12.66,184,9,7,"9"
"274","HONDA","CIVIC","COUPE LX 2PTS 1.8L 4CIL 140HP MAN",2011,"M5","Gasolina",4,140,1.8,"AUTOS COMPACTOS",13.5,19.9,15.78,11.84,197,18,7,"8"
"275","HONDA","CIVIC","SEDAN LX 4PTS 1.8L 4CIL 140HP MAN",2011,"M5","Gasolina",4,140,1.8,"AUTOS COMPACTOS",13.5,19.9,15.78,11.84,197,18,7,"8"
"276","HONDA","CIVIC","SEDAN EX 4PTS 1.8L 4CIL 140HP MAN",2011,"M5","Gasolina",4,140,1.8,"AUTOS COMPACTOS",13.5,19.9,15.78,11.84,197,18,7,"8"
"277","DODGE","VISION","4PTAS 1.6L 4CIL 115HP DUALOGIC",2016,"DUALOGIC","Gasolina",4,115,1.6,"AUTOS COMPACTOS",13.46,19.41,15.61,11.71,199,28,7,"6"
"278","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP MAN",2014,"MAN","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.41,20.84,15.97,11.98,195,11,7,"9"
"279","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP MAN",2015,"MAN","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.41,20.84,15.97,11.98,195,12,7,"9"
"280","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP MAN",2016,"MAN","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.41,20.84,17.36,13.02,179,12,8,"9"
"281","VW","GOLF","A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI",2016,"DSG","Gasolina",4,220,2,"AUTOS COMPACTOS",13.4,24,16.72,12.54,186,31,7,"6"
"282","VW","GOLF","A7 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI",2017,"DSG","Gasolina",4,220,2,"AUTOS COMPACTOS",13.4,24,16.72,12.54,186,31,7,"6"
"283","MAZDA","MAZDA6","SEDAN 4PTAS 2.5L 4CIL 185HP MAN",2016,"MAN","Gasolina",4,188,2.5,"AUTOS COMPACTOS",13.4,21.3,16.08,12.06,193,6,7,"9"
"284","VW","GOLF","5PTS 1.4L 4CIL 160HP MAN FSI TURBO",2013,"MAN","Gasolina",4,160,1.4,"AUTOS COMPACTOS",13.39,22.81,16.45,12.33,189,27,7,"6"
"285","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP AUT",2014,"AUT","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.39,20.79,15.94,11.96,195,7,7,"9"
"286","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP AUT",2015,"AUT","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.39,20.79,15.94,11.96,195,7,7,"9"
"287","HYUNDAI","ELANTRA","4PTS 1.8L 4CIL 145HP AUT",2016,"AUT","Gasolina",4,145,1.8,"AUTOS COMPACTOS",13.39,20.79,17.33,13,179,7,8,"9"
"288","SEAT","TOLEDO","4PTS 1.6L 4CIL 105HP MAN",2013,"MAN","Gasolina",4,105,1.6,"AUTOS COMPACTOS",13.36,22.32,16.31,12.23,191,75,7,"4"
"289","CHEVROLET","CRUZE","4PTS 1.8L 4CIL 138HP MAN",2014,"MAN","Gasolina",4,138,1.8,"AUTOS COMPACTOS",13.35,19.02,15.42,11.56,202,32,7,"6"
"290","CHEVROLET","CRUZE","LS 4PTS 1.8L 4CIL 138HP MAN",2015,"MAN","Gasolina",4,138,1.8,"AUTOS COMPACTOS",13.35,19.02,15.42,11.56,202,32,7,"6"
"291","KIA","FORTE","4PTAS 2.0L 4CIL 150HP AUT",2018,"AUT","Gasolina",4,150,2,"AUTOS COMPACTOS",13.35,20.07,17.11,12.83,182,10,8,"9"
"292","CHEVROLET","CRUZE","4PTS 1.8L 4CIL 139HP MAN",2016,"MAN","Gasolina",4,139,1.8,"AUTOS COMPACTOS",13.35,19.02,15.42,11.56,202,30,7,"6"
